index,y1,y2,y3,y4,y5,y6,y7,y8,y10,y11,y12,y14,y15,y17,y19,y20,y22,y23,y26,n27,n28,n29,n30,n31,n32,n33,n34,n36,n37,n38,n40,n41,n43,n45,n46,n48,n49,n52,n53,n54,n55,n56,n57,n58,n59,n60,n62,n63,n64,n66,n67,n69,n71,n72,n74,n75,n78,t79,t80,t81,t82,t83,t84,t85,t86,t88,t89,t90,t92,t93,t95,t97,t98,t100,t101,t104,t105,t106,t107,t108,t109,t110,t111,t112,t114,t115,t116,t118,t119,t121,t123,t124,t126,t127,t130
t3r22fl3ks5chgwi9i8t3r22pjpib77y,2.0,2.0,5.0,4.0,2.0,1.0,2.0,5.0,1.0,2.0,5.0,2.0,4.0,2.0,5.0,4.0,5.0,5.0,5.0,3.0,2.0,3.0,5.0,1.0,4.0,3.0,3.0,3.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,3.0,2.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,5.0,4.0,5.0,5.0,2.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0
rbljbqv29xen1vzn2j5lrbljbqy24zhq,2.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,5.0,4.0,3.0,2.0,1.0,1.0,3.0,1.0,5.0,1.0,2.0,3.0,4.0,4.0,3.0,4.0,1.0,1.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,5.0,5.0,2.0,4.0,5.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,2.0,1.0,5.0,5.0,5.0,4.0,2.0,1.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,5.0,2.0,2.0,5.0,5.0,2.0,2.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0
n010vdzzd3cwdxpnxn01hhnzhdgqyt0o,5.0,1.0,5.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,4.0,1.0,5.0,2.0,4.0,4.0,5.0,3.0,2.0,1.0,1.0,4.0,3.0,1.0,5.0,1.0,1.0,1.0,4.0,3.0,3.0,4.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,1.0,5.0,2.0,4.0,1.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,5.0,3.0,2.0,2.0,4.0,3.0,5.0,5.0,3.0,5.0,5.0,3.0,3.0,4.0,3.0
jeokp8oexcber3bjmvjeo2n5kbyhdclh,2.0,4.0,5.0,2.0,2.0,4.0,1.0,5.0,4.0,4.0,1.0,5.0,4.0,2.0,1.0,4.0,5.0,5.0,5.0,3.0,2.0,1.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,5.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,1.0,5.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,5.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,5.0,2.0,5.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0,2.0,4.0,5.0,3.0,5.0,5.0
bho8zpjgzxyp9ijxspbho8zpp709n2s4,5.0,5.0,2.0,2.0,2.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0
jvyg80aaessr86bb1h10jvyg8lgoyxcb,4.0,2.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,2.0,4.0,4.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,1.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,5.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,1.0,5.0,5.0,5.0,5.0,2.0,4.0,2.0,5.0,3.0,1.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,5.0,5.0,5.0,3.0,1.0,3.0,3.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0
hf4s37u7g23umxxxcy1khf4s37u9ossj,2.0,2.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,5.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,1.0,4.0,3.0,5.0,1.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,5.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,5.0,3.0,3.0,3.0,4.0,5.0,3.0,5.0,3.0,1.0,2.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0
h0iop4m7268gdh9h0iop1xvufdkdxmek,4.0,2.0,1.0,2.0,2.0,1.0,5.0,5.0,4.0,1.0,4.0,4.0,5.0,2.0,1.0,2.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,2.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,5.0,5.0,5.0,2.0,4.0,3.0,5.0,5.0,5.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,5.0,4.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,3.0
3aq1voqmzjza1ilcv1j29vcr3aq1voqr,2.0,1.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,4.0,1.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,2.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0
omxmmox9w49s91mjbs4omxmmgvpscb5a,4.0,2.0,4.0,2.0,2.0,5.0,2.0,2.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,5.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,5.0,3.0,4.0,5.0,3.0,5.0,4.0,4.0,3.0,5.0,2.0,5.0,5.0,3.0,3.0,5.0,3.0,4.0,5.0,4.0,5.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,1.0,5.0,3.0,4.0,4.0,5.0,3.0,5.0,2.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0
4da24oaqs0jsk9mplvov4da24o7e4dza,4.0,2.0,5.0,4.0,5.0,2.0,4.0,5.0,2.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,2.0,2.0,5.0,4.0,2.0,3.0,1.0,1.0,4.0,1.0,4.0,2.0,3.0,1.0,4.0,4.0,3.0,3.0,1.0,4.0,5.0,2.0,3.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0
c7z7va9kwc54is4wnc7z7vrhv0muzy9w,4.0,2.0,5.0,5.0,2.0,4.0,5.0,4.0,2.0,4.0,2.0,4.0,4.0,1.0,1.0,5.0,2.0,2.0,1.0,3.0,5.0,2.0,2.0,3.0,5.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,5.0,4.0,2.0,3.0,4.0,3.0,5.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,4.0,1.0,3.0,2.0,3.0,2.0,5.0,4.0,1.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,5.0,2.0,3.0,5.0,5.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,5.0,3.0,5.0,3.0,5.0,5.0
frcg192cvwnymp8psfrcg166nsb3esb5,2.0,4.0,5.0,5.0,5.0,4.0,2.0,5.0,1.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,1.0,1.0,2.0,5.0,5.0,1.0,1.0,4.0,4.0,1.0,5.0,1.0,2.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0,3.0,5.0,2.0,5.0,3.0,5.0,3.0,2.0,4.0,2.0,1.0,3.0,1.0,4.0,3.0,2.0,2.0,3.0,4.0,1.0,3.0,5.0,5.0,5.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,5.0,3.0,5.0,3.0,3.0,5.0,5.0,5.0,2.0,1.0,4.0,1.0,3.0,2.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0
r88pia4cfkbrs94hzu7mr88pi49spxvd,2.0,2.0,5.0,1.0,2.0,2.0,1.0,5.0,4.0,2.0,4.0,2.0,4.0,2.0,5.0,5.0,4.0,1.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0
rnt3m69cc48kr2rnt3mq2ot6hs7lrlcl,4.0,5.0,2.0,2.0,5.0,1.0,1.0,5.0,2.0,2.0,5.0,1.0,4.0,2.0,5.0,1.0,2.0,5.0,1.0,4.0,3.0,3.0,5.0,3.0,1.0,5.0,1.0,4.0,5.0,5.0,2.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,1.0,5.0,4.0,3.0,4.0,5.0,2.0,4.0,4.0,5.0,4.0,1.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0
0ece3fauhi5gob9vty460ece31glad6h,4.0,4.0,2.0,2.0,2.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,2.0,5.0,4.0,1.0,5.0,3.0,2.0,4.0,4.0,5.0,5.0,3.0,2.0,5.0,5.0,1.0,5.0,3.0,5.0,5.0,4.0,5.0,2.0,3.0,4.0,1.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,2.0,1.0,5.0,4.0,4.0,2.0,1.0,5.0,1.0,4.0,5.0,4.0,5.0,5.0,4.0,1.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,5.0,4.0,2.0,4.0,5.0,4.0,5.0,4.0,5.0,2.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0
d4bkaaqty5m4sgd4bkai173u5oax3knw,2.0,4.0,5.0,2.0,2.0,4.0,5.0,1.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,5.0,1.0,2.0,5.0,3.0,3.0,1.0,1.0,5.0,2.0,2.0,4.0,4.0,3.0,5.0,1.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0,4.0,2.0,3.0,4.0,5.0,5.0,3.0,5.0,2.0,4.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,5.0,4.0,4.0,2.0,5.0,3.0,1.0,3.0,3.0,3.0,4.0,5.0,1.0,4.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,1.0,5.0,2.0,2.0,3.0,5.0,3.0,5.0,2.0,3.0,4.0
62ygayg5o82fpb0b62yg65kaobpnyncv,4.0,5.0,5.0,2.0,5.0,2.0,2.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,5.0,4.0,3.0,4.0,1.0,4.0,4.0,5.0,4.0,4.0,1.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,2.0,5.0,4.0,5.0,4.0,1.0,4.0,1.0,2.0,5.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,5.0,4.0
r6jml7nqb2dto9r6h433ne81ycilwmhx,2.0,2.0,4.0,5.0,1.0,2.0,5.0,2.0,1.0,1.0,2.0,4.0,5.0,5.0,5.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0,3.0,4.0,4.0,4.0,2.0,1.0,3.0,5.0,1.0,1.0,1.0,4.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,5.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,5.0,2.0,4.0,2.0,1.0,3.0,1.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,5.0,4.0,2.0,3.0,2.0,5.0,5.0,4.0,5.0,4.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0
z6gynqi7hxell7z4z6gypo3f315mbb57,4.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,1.0,5.0,2.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,3.0,4.0,3.0,5.0,1.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,4.0,3.0,4.0,2.0,4.0,4.0,5.0,1.0,5.0,3.0,4.0,4.0,3.0,4.0,1.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,1.0,5.0,4.0,3.0,5.0,5.0,5.0,3.0,2.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0
1rpx0ac22m4n25ki1hu91rpx02b436ah,4.0,4.0,4.0,4.0,2.0,5.0,4.0,5.0,2.0,2.0,5.0,4.0,5.0,5.0,5.0,1.0,2.0,4.0,5.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,4.0,3.0,4.0,5.0,3.0,3.0,1.0,1.0,5.0,1.0,2.0,3.0,4.0,3.0,5.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,5.0,3.0,3.0,3.0
kf3eosutrfokbkf3eoyftppwdc2gtimd,1.0,2.0,1.0,4.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,4.0,4.0,2.0,1.0,5.0,4.0,1.0,1.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,5.0,1.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,5.0,2.0,3.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,1.0,3.0,3.0,4.0,1.0,3.0,4.0,5.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,2.0,4.0,3.0,4.0,4.0,5.0,2.0,3.0,2.0,4.0,2.0,5.0,2.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0
hxeoiw2aewfl1vs35hxeo3wadrxarnyp,2.0,4.0,5.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,5.0,5.0,5.0,3.0,3.0,3.0
fy4mw3g56zv034m0fy45571nme1n1v62,2.0,2.0,5.0,2.0,5.0,5.0,4.0,5.0,2.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,3.0,5.0,2.0,1.0,5.0,5.0,2.0,4.0,3.0,2.0,5.0,1.0,5.0,1.0,4.0,2.0,1.0,5.0,2.0,3.0,5.0,2.0,5.0,3.0,5.0,4.0,3.0,1.0,3.0,5.0,5.0,1.0,5.0,4.0,5.0,4.0,5.0,3.0,1.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,2.0,4.0,4.0,3.0,2.0,5.0,3.0,5.0,2.0,1.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,3.0,3.0
y2tz3jwu362s4p9cy2t2suy1knjs58q5,2.0,4.0,4.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,2.0,4.0,3.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0
dmm60mjennzbs27uvdmm60mjyxzcfsfa,4.0,2.0,2.0,5.0,2.0,5.0,5.0,5.0,2.0,4.0,1.0,4.0,5.0,4.0,5.0,5.0,2.0,4.0,5.0,3.0,5.0,2.0,5.0,3.0,4.0,3.0,2.0,5.0,2.0,5.0,1.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,2.0,5.0,2.0,5.0,3.0,2.0,1.0,2.0,3.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,2.0,2.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,2.0,5.0,2.0,3.0,5.0,5.0,3.0,5.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0
hu5m5abtipixt25hu5m42fwhsdqww2zp,2.0,2.0,2.0,2.0,5.0,2.0,4.0,5.0,4.0,2.0,1.0,4.0,4.0,2.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,3.0,4.0,5.0,5.0,4.0,2.0,5.0,5.0,4.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,1.0,5.0,4.0,4.0,1.0,5.0,3.0,5.0,1.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,2.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0
311j448ld99fkam5311j1bjv9eerzag6,2.0,2.0,2.0,2.0,2.0,4.0,5.0,1.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,5.0,4.0,5.0,3.0,2.0,1.0,4.0,4.0,5.0,2.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,1.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,5.0,5.0,4.0,5.0,3.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,2.0,2.0,5.0,3.0,4.0,5.0,5.0,5.0,3.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
