id,index,y1,y2,y3,y4,y5,y6,y7,y8,y10,y11,y12,y14,y15,y17,y19,y20,y22,y23,y26,n27,n28,n29,n30,n31,n32,n33,n34,n36,n37,n38,n40,n41,n43,n45,n46,n48,n49,n52,n53,n54,n55,n56,n57,n58,n59,n60,n62,n63,n64,n66,n67,n69,n71,n72,n74,n75,n78,t79,t80,t81,t82,t83,t84,t85,t86,t88,t89,t90,t92,t93,t95,t97,t98,t100,t101,t104,t105,t106,t107,t108,t109,t110,t111,t112,t114,t115,t116,t118,t119,t121,t123,t124,t126,t127,t130,edad,antigüedad en la organización,educacion,hijos,estado civil,area,nivel del cargo,genero,antigüedad en el cargo,Conexion,Equilibrio,Proposito,Orgullo (eNps),Pedir ayuda,Contribucion,Retroalimentacion,Reconocimiento,Liderazgo y trabajo en equipo,Rituales,Comunicacion,Conversaciones,Entorno saludable,Innovacion,Adaptabilidad,Toma de decisiones,Empoderamiento,Relaciones,Superar metas,edad_bkt,antigüedad en el cargo bkt,antigüedad en la organización bkt
68,afmw9ydbel00p2rlafmw9ydbhh2za2b7,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,1.0,5.0,2.0,4.0,1.0,1.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"24,0","6,0",ingenieria sistemas,1.0,casado,frontend,analista II,otro,"2,0","4,0","3,8","3,8","4,0","4,4","3,8","3,2","3,2","4,0","3,8","4,2","3,6","4,8","4,0","4,4","4,2","4,4","4,0","3,8",18-25,1-3,5-8
69,imcxo1hofswli70fsimcxonc1sncnie8,5.0,5.0,4.0,2.0,2.0,2.0,5.0,4.0,2.0,2.0,4.0,2.0,5.0,1.0,5.0,1.0,1.0,4.0,2.0,4.0,4.0,2.0,1.0,5.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,2.0,5.0,1.0,5.0,4.0,5.0,3.0,4.0,3.0,5.0,1.0,1.0,1.0,3.0,3.0,1.0,5.0,3.0,5.0,3.0,1.0,3.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,3.0,3.0,2.0,3.0,1.0,4.0,3.0,4.0,4.0,1.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,3.0,4.0,3.0,1.0,1.0,2.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,"29,0","6,0",ingenieria industrial,4.0,soltero,analista,jefe II,masculino,"3,0","4,6","4,0","3,4","3,2","4,2","3,6","3,8","2,4","1,8","1,4","2,6","2,0","3,6","3,0","3,6","3,2","2,4","4,0","3,0",25-35,1-3,5-8
70,gjbx8ft23408bq0u6gjbx8f7u3xggs2k,2.0,5.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,2.0,4.0,4.0,4.0,2.0,5.0,2.0,5.0,4.0,5.0,3.0,2.0,3.0,3.0,2.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0,2.0,5.0,3.0,3.0,4.0,2.0,5.0,3.0,5.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,3.0,4.0,5.0,2.0,3.0,2.0,5.0,5.0,4.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"25,0","6,0",ingenieria sistemas,2.0,casado,backend,analista II,femenino,"1,0","2,8","3,4","2,2","4,0","3,4","4,2","3,2","4,2","3,8","3,2","4,4","4,4","3,6","3,4","4,6","4,0","3,6","4,6","4,2",18-25,0-1,5-8
71,y5rz0eeajeiucc9mjy5r1960a1h2wtzf,4.0,5.0,5.0,5.0,2.0,5.0,1.0,5.0,4.0,4.0,1.0,4.0,2.0,4.0,4.0,5.0,5.0,2.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,5.0,2.0,4.0,3.0,4.0,4.0,3.0,"38,0","3,0",ingenieria electrica,4.0,soltero,soporte,analista III,otro,"1,0","4,4","4,0","4,0","4,6","4,4","4,8","3,4","4,6","3,8","3,8","3,4","3,6","4,2","3,0","4,4","3,8","4,0","3,6","4,0",35-45,0-1,1-3
72,a0v1xa2d4btntzau3sla0v1xamrism0o,1.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,5.0,5.0,1.0,2.0,4.0,1.0,1.0,2.0,4.0,5.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,1.0,5.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,"20,0","5,0",sicologo,0.0,casado,gh,analista I,masculino,"1,0","2,6","2,6","2,2","4,0","3,6","3,0","3,2","3,4","3,8","3,4","3,0","3,6","2,8","3,4","3,0","3,2","3,2","3,8","3,0",18-25,0-1,3-5
73,kw8ojyjjcxa3fkwst8e2avqxkz27s6rc,2.0,4.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,1.0,3.0,2.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,1.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,"44,0","5,0",ingenieria sistemas,3.0,soltero,frontend,analista II,femenino,"3,0","3,6","4,0","4,4","4,8","3,8","4,2","3,6","3,6","4,6","4,4","4,6","4,4","3,0","4,0","3,6","4,4","4,0","3,8","4,0",35-45,1-3,3-5
74,961tubwsq9ym2v7961tuz4gvgevwjmr4,2.0,4.0,1.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,5.0,1.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,5.0,2.0,2.0,2.0,4.0,5.0,3.0,4.0,3.0,2.0,3.0,5.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,"24,0","5,0",ingenieria industrial,2.0,casado,analista,analista I,otro,"2,0","3,8","4,0","3,0","4,8","3,6","3,8","3,4","3,6","4,0","2,8","3,6","3,8","4,2","4,6","3,8","4,6","3,6","3,8","3,8",18-25,1-3,3-5
75,xhf7njxb691qe96fxhf7ngdvvdg4ashc,5.0,2.0,5.0,5.0,2.0,1.0,2.0,5.0,4.0,2.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,2.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,"26,0","2,0",ingenieria sistemas,3.0,soltero,backend,analista II,masculino,"4,0","4,8","3,6","4,4","5,0","4,2","3,8","3,2","3,6","4,6","4,0","4,6","4,4","4,4","4,6","4,6","4,8","4,4","4,8","4,8",25-35,3-5,1-3
76,3k8shumjpsobl5mlp3k8shp48hzxkzcd,1.0,4.0,4.0,2.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,2.0,4.0,1.0,5.0,1.0,4.0,4.0,1.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,5.0,5.0,4.0,5.0,5.0,"22,0","6,0",ingenieria electrica,2.0,casado,soporte,analista I,femenino,"4,0","4,0","4,2","4,6","4,4","4,0","4,4","3,6","4,4","4,4","4,4","4,6","3,6","4,4","2,8","4,4","4,0","4,4","4,2","3,8",18-25,3-5,5-8
77,smc916z1zibmq0q9i73ksmc916ztr3hy,4.0,4.0,5.0,4.0,2.0,5.0,2.0,5.0,5.0,2.0,5.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,2.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,1.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,"23,0","2,0",sicologo,4.0,soltero,gh,analista II,otro,"2,0","4,8","4,4","4,0","4,8","3,8","4,4","3,0","4,4","4,6","3,2","4,4","4,0","3,4","4,0","4,4","4,6","4,4","3,8","3,8",18-25,1-3,1-3
78,4luiyg01p5i6bfdsy4luiyg4q8ircdyz,2.0,2.0,1.0,5.0,2.0,5.0,1.0,2.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,1.0,4.0,1.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,"33,0","4,0",ingenieria sistemas,0.0,casado,frontend,jefe I,masculino,"1,0","4,2","4,2","3,4","5,0","4,2","4,8","3,2","3,2","4,4","5,0","5,0","4,8","4,0","4,6","4,8","4,8","4,0","4,6","4,0",25-35,0-1,3-5
79,xkiixg91yp1fu8wnsmxkiixgy0um25h1,5.0,2.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,2.0,1.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,1.0,4.0,3.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,1.0,2.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,1.0,2.0,5.0,5.0,4.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0,5.0,2.0,1.0,5.0,5.0,5.0,4.0,3.0,4.0,2.0,5.0,2.0,4.0,5.0,2.0,3.0,2.0,4.0,3.0,"39,0","3,0",ingenieria industrial,2.0,soltero,analista,jefe II,femenino,"2,0","4,8","3,0","4,2","4,2","4,2","4,4","3,4","3,2","2,6","2,2","3,6","4,0","4,2","4,4","3,6","3,2","2,6","3,8","2,6",35-45,1-3,1-3
80,s2hec7vy045a24yghs2hec7vyyuafw5p,2.0,2.0,2.0,5.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,1.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,"23,0","2,0",ingenieria sistemas,1.0,casado,backend,analista II,otro,"2,0","4,2","3,2","3,8","4,8","3,8","4,4","3,6","3,6","4,8","5,0","5,0","4,8","3,8","5,0","4,6","4,8","4,4","5,0","4,8",18-25,1-3,1-3
81,p2q8ou53vuso9y01yn3p2q8ccflpd81o,5.0,2.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,5.0,1.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,1.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,1.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,"22,0","2,0",ingenieria electrica,1.0,soltero,soporte,analista I,masculino,"2,0","4,4","3,4","3,2","5,0","4,0","4,4","3,8","4,0","4,4","4,4","4,4","4,4","3,4","4,0","4,4","3,6","4,4","4,4","4,6",18-25,1-3,1-3
82,fs1evpak9bat5pl4y3fs1evoep7qy4p6,4.0,2.0,4.0,2.0,5.0,2.0,5.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,1.0,5.0,4.0,3.0,4.0,5.0,1.0,4.0,3.0,3.0,4.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0,3.0,5.0,5.0,5.0,2.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,"33,0","6,0",sicologo,4.0,casado,gh,jefe II,femenino,"1,0","4,6","3,8","4,6","4,4","4,0","4,2","3,6","3,4","4,6","3,4","5,0","3,8","3,8","4,8","4,6","5,0","4,6","3,4","5,0",25-35,0-1,5-8
83,t3r22fl3ks5chgwi9i8t3r22pjpib77y,2.0,2.0,5.0,4.0,2.0,1.0,2.0,5.0,1.0,2.0,5.0,2.0,4.0,2.0,5.0,4.0,5.0,5.0,5.0,3.0,2.0,3.0,5.0,1.0,4.0,3.0,3.0,3.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,2.0,5.0,3.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,"27,0","6,0",ingenieria sistemas,3.0,soltero,frontend,analista I,otro,"2,0","3,8","3,0","4,6","4,8","2,6","4,0","3,4","3,2","3,6","4,4","5,0","3,4","4,6","4,0","4,6","4,4","4,6","5,0","4,8",25-35,1-3,5-8
84,rbljbqv29xen1vzn2j5lrbljbqy24zhq,2.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,5.0,4.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,3.0,4.0,1.0,1.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,5.0,1.0,2.0,4.0,5.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,1.0,5.0,5.0,5.0,4.0,2.0,1.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,5.0,2.0,2.0,5.0,5.0,2.0,4.0,2.0,4.0,3.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,"45,0","6,0",ingenieria industrial,2.0,casado,analista,analista II,masculino,"2,0","3,6","2,4","2,8","3,6","4,0","3,6","2,8","2,8","1,8","2,4","3,8","4,0","3,6","3,6","3,4","2,8","3,2","3,6","3,6",35-45,1-3,5-8
85,n010vdzzd3cwdxpnxn01hhnzhdgqyt0o,5.0,1.0,5.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,4.0,1.0,5.0,2.0,4.0,4.0,5.0,3.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,5.0,1.0,5.0,2.0,4.0,1.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,3.0,5.0,5.0,3.0,3.0,4.0,3.0,"33,0","1,0",ingenieria sistemas,2.0,soltero,backend,analista I,femenino,"4,0","3,0","2,6","2,0","2,4","4,2","3,0","2,6","2,6","2,2","2,4","2,6","3,8","2,8","3,2","3,8","2,2","2,0","4,0","3,2",25-35,3-5,0-1
86,jeokp8oexcber3bjmvjeo2n5kbyhdclh,2.0,4.0,5.0,2.0,2.0,4.0,1.0,5.0,4.0,4.0,1.0,5.0,4.0,2.0,1.0,4.0,5.0,5.0,5.0,3.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,1.0,5.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,5.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,2.0,4.0,5.0,3.0,5.0,5.0,"40,0","2,0",ingenieria electrica,2.0,casado,soporte,analista II,otro,"3,0","3,2","2,8","2,6","3,8","3,2","4,2","3,4","3,4","3,6","3,4","2,6","3,6","3,6","2,6","2,2","4,2","3,6","4,2","4,2",35-45,1-3,1-3
87,bho8zpjgzxyp9ijxspbho8zpp709n2s4,5.0,5.0,2.0,2.0,2.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,"28,0","6,0",sicologo,2.0,soltero,gh,analista I,masculino,"2,0","4,8","4,0","3,4","4,4","4,4","4,6","4,0","4,2","5,0","5,0","4,4","4,0","4,0","4,6","4,8","5,0","4,8","4,6","4,6",25-35,1-3,5-8
88,jvyg80aaessr86bb1h10jvyg8lgoyxcb,4.0,2.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,2.0,4.0,4.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,5.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,2.0,1.0,5.0,5.0,5.0,5.0,2.0,4.0,2.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,"33,0","5,0",ingenieria sistemas,2.0,casado,frontend,jefe II,femenino,"3,0","4,2","3,8","3,6","4,0","3,6","3,4","3,4","3,4","3,0","2,0","4,2","4,2","4,0","3,2","3,8","3,2","3,4","4,2","3,6",25-35,1-3,3-5
89,hf4s37u7g23umxxxcy1khf4s37u9ossj,2.0,2.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,5.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,5.0,5.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,5.0,3.0,1.0,3.0,1.0,2.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,"34,0","3,0",ingenieria industrial,3.0,soltero,analista,analista III,otro,"3,0","3,4","3,2","3,6","3,4","3,8","4,0","3,4","3,8","3,6","3,0","3,4","3,6","4,0","3,6","3,4","3,2","3,2","3,2","3,4",25-35,1-3,1-3
90,h0iop4m7268gdh9h0iop1xvufdkdxmek,4.0,2.0,1.0,2.0,2.0,1.0,5.0,5.0,4.0,1.0,4.0,4.0,5.0,2.0,1.0,2.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,2.0,4.0,3.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,5.0,4.0,3.0,5.0,5.0,5.0,3.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,3.0,"36,0","1,0",ingenieria sistemas,4.0,casado,backend,analista II,masculino,"3,0","4,4","3,6","3,6","4,4","4,4","4,0","4,4","4,0","4,8","3,8","4,6","4,8","4,8","3,8","3,8","3,8","4,0","4,6","4,2",35-45,1-3,0-1
