id,index,y1,y2,y3,y4,y5,y6,y7,y8,y10,y11,y12,y14,y15,y17,y19,y20,y22,y23,y26,n27,n28,n29,n30,n31,n32,n33,n34,n36,n37,n38,n40,n41,n43,n45,n46,n48,n49,n52,n53,n54,n55,n56,n57,n58,n59,n60,n62,n63,n64,n66,n67,n69,n71,n72,n74,n75,n78,t79,t80,t81,t82,t83,t84,t85,t86,t88,t89,t90,t92,t93,t95,t97,t98,t100,t101,t104,t105,t106,t107,t108,t109,t110,t111,t112,t114,t115,t116,t118,t119,t121,t123,t124,t126,t127,t130,edad,antigüedad en la organización,educacion,hijos,estado civil,area,nivel del cargo,genero,antigüedad en el cargo,Conexion,Equilibrio,Proposito,Orgullo (eNps),Pedir ayuda,Contribucion,Retroalimentacion,Reconocimiento,Liderazgo y trabajo en equipo,Rituales,Comunicacion,Conversaciones,Entorno saludable,Innovacion,Adaptabilidad,Toma de decisiones,Empoderamiento,Relaciones,Superar metas,edad_bkt,antigüedad en el cargo bkt,antigüedad en la organización bkt
91,3aq1voqmzjza1ilcv1j29vcr3aq1voqr,2.0,1.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,4.0,1.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,1.0,1.0,5.0,3.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,"23,0","1,0",ingenieria electrica,1.0,soltero,soporte,analista I,femenino,"1,0","4,0","3,6","4,6","4,8","4,8","4,0","4,2","3,8","5,0","4,0","5,0","3,4","5,0","3,2","4,4","4,0","5,0","4,8","4,2",18-25,0-1,0-1
92,omxmmox9w49s91mjbs4omxmmgvpscb5a,4.0,2.0,4.0,2.0,2.0,5.0,2.0,2.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,5.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,5.0,3.0,4.0,5.0,3.0,5.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,3.0,3.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,3.0,1.0,4.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,"22,0","1,0",sicologo,3.0,casado,gh,analista I,otro,"4,0","4,0","3,4","3,6","4,0","3,6","4,0","3,0","3,6","3,8","3,8","4,0","3,8","3,4","4,6","3,8","4,2","4,4","3,8","4,6",18-25,3-5,0-1
93,4da24oaqs0jsk9mplvov4da24o7e4dza,4.0,2.0,5.0,4.0,5.0,2.0,4.0,5.0,2.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,2.0,2.0,5.0,4.0,2.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,1.0,2.0,4.0,3.0,3.0,1.0,4.0,5.0,2.0,3.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,"37,0","2,0",ingenieria sistemas,4.0,soltero,frontend,analista II,masculino,"3,0","3,8","3,0","3,6","3,4","3,4","3,8","3,2","3,2","2,6","3,4","3,2","3,2","3,8","3,6","4,0","3,4","3,0","3,8","3,8",35-45,1-3,1-3
94,c7z7va9kwc54is4wnc7z7vrhv0muzy9w,4.0,2.0,5.0,5.0,2.0,4.0,5.0,4.0,2.0,4.0,2.0,4.0,4.0,1.0,1.0,5.0,2.0,2.0,1.0,3.0,5.0,2.0,2.0,3.0,5.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,4.0,2.0,3.0,4.0,3.0,5.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,4.0,1.0,3.0,2.0,3.0,2.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,5.0,2.0,3.0,5.0,5.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,5.0,3.0,5.0,3.0,5.0,5.0,"20,0","5,0",ingenieria industrial,0.0,casado,analista,analista I,femenino,"4,0","4,0","3,4","3,6","4,4","3,2","3,6","3,8","2,8","2,4","2,8","2,8","3,4","3,0","3,2","2,4","4,0","2,8","3,6","3,0",18-25,3-5,3-5
95,frcg192cvwnymp8psfrcg166nsb3esb5,2.0,4.0,5.0,5.0,5.0,4.0,2.0,5.0,1.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,1.0,1.0,2.0,5.0,5.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0,3.0,5.0,2.0,5.0,3.0,5.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,4.0,3.0,2.0,2.0,3.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,5.0,3.0,5.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,1.0,3.0,2.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,"32,0","5,0",ingenieria sistemas,4.0,soltero,backend,jefe II,otro,"1,0","4,0","4,0","3,2","4,2","4,4","4,2","2,4","3,0","1,8","1,8","2,8","2,8","3,4","3,8","3,6","3,6","2,4","3,6","3,2",25-35,0-1,3-5
96,r88pia4cfkbrs94hzu7mr88pi49spxvd,2.0,2.0,5.0,1.0,2.0,2.0,1.0,5.0,4.0,2.0,4.0,2.0,4.0,2.0,5.0,5.0,4.0,1.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,"28,0","6,0",ingenieria electrica,3.0,casado,soporte,jefe II,masculino,"2,0","3,2","2,6","3,4","3,2","3,0","3,0","2,6","3,4","3,4","2,4","3,8","3,2","3,2","3,4","3,8","3,8","3,2","3,0","4,0",25-35,1-3,5-8
97,rnt3m69cc48kr2rnt3mq2ot6hs7lrlcl,4.0,5.0,2.0,2.0,5.0,1.0,1.0,5.0,2.0,2.0,5.0,1.0,4.0,2.0,5.0,1.0,2.0,5.0,1.0,4.0,3.0,3.0,5.0,3.0,1.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,2.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,"44,0","2,0",sicologo,0.0,soltero,gh,analista III,femenino,"4,0","4,2","3,8","3,2","4,4","4,0","2,6","3,6","4,4","4,0","4,4","4,4","3,2","4,0","3,6","3,8","3,6","3,4","4,4","3,4",35-45,3-5,1-3
98,0ece3fauhi5gob9vty460ece31glad6h,4.0,4.0,2.0,2.0,2.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,2.0,5.0,4.0,1.0,5.0,3.0,2.0,4.0,4.0,5.0,5.0,3.0,2.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,2.0,3.0,4.0,1.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,2.0,1.0,5.0,4.0,4.0,2.0,1.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,1.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,5.0,4.0,2.0,4.0,5.0,4.0,1.0,2.0,5.0,2.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,"26,0","3,0",ingenieria sistemas,4.0,casado,frontend,jefe II,otro,"3,0","4,4","3,8","2,4","3,8","4,0","4,6","3,2","3,0","3,6","3,2","4,2","3,6","3,2","4,0","4,0","4,0","3,4","3,4","3,2",25-35,1-3,1-3
99,d4bkaaqty5m4sgd4bkai173u5oax3knw,2.0,4.0,5.0,2.0,2.0,4.0,5.0,1.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,5.0,1.0,2.0,5.0,3.0,3.0,1.0,1.0,5.0,2.0,2.0,2.0,4.0,3.0,5.0,5.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0,4.0,2.0,3.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,5.0,4.0,2.0,2.0,5.0,3.0,1.0,3.0,3.0,3.0,4.0,5.0,1.0,4.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,1.0,5.0,2.0,2.0,3.0,5.0,3.0,5.0,2.0,3.0,4.0,"28,0","2,0",ingenieria industrial,0.0,soltero,analista,jefe II,masculino,"3,0","2,8","3,0","3,4","3,0","3,4","3,4","3,2","2,8","3,0","3,8","3,4","4,0","3,2","3,8","3,2","4,6","2,4","3,2","3,6",25-35,1-3,1-3
100,62ygayg5o82fpb0b62yg65kaobpnyncv,4.0,5.0,5.0,2.0,5.0,2.0,2.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,1.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,1.0,4.0,5.0,4.0,5.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,5.0,4.0,"44,0","3,0",ingenieria sistemas,2.0,casado,backend,analista III,femenino,"3,0","4,2","4,0","4,6","4,0","4,0","3,8","3,8","4,4","4,4","4,6","3,8","3,4","4,0","3,0","3,8","3,6","4,4","4,2","4,0",35-45,1-3,1-3
101,r6jml7nqb2dto9r6h433ne81ycilwmhx,2.0,2.0,4.0,5.0,1.0,2.0,5.0,2.0,1.0,1.0,2.0,4.0,5.0,5.0,5.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,5.0,5.0,1.0,1.0,4.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,5.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,5.0,2.0,4.0,2.0,1.0,3.0,5.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,5.0,4.0,2.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,"31,0","5,0",ingenieria electrica,3.0,soltero,soporte,jefe II,otro,"4,0","3,0","2,6","2,6","4,6","2,8","2,8","4,0","2,6","2,0","2,2","2,6","2,8","2,6","3,6","4,2","3,4","3,0","3,2","3,2",25-35,3-5,3-5
102,z6gynqi7hxell7z4z6gypo3f315mbb57,4.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,1.0,5.0,2.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,1.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,3.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,"24,0","4,0",sicologo,4.0,casado,gh,jefe II,masculino,"3,0","4,6","3,4","4,4","4,8","4,0","4,8","4,0","4,0","4,4","4,0","4,8","4,6","3,8","4,6","3,8","3,6","4,2","4,0","4,4",18-25,1-3,3-5
103,1rpx0ac22m4n25ki1hu91rpx02b436ah,4.0,4.0,4.0,4.0,2.0,5.0,4.0,5.0,2.0,2.0,5.0,4.0,5.0,5.0,5.0,1.0,2.0,4.0,5.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,4.0,3.0,4.0,5.0,3.0,3.0,1.0,1.0,5.0,1.0,2.0,3.0,4.0,3.0,5.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,5.0,3.0,3.0,3.0,"22,0","6,0",ingenieria sistemas,0.0,soltero,frontend,analista II,femenino,"4,0","3,8","2,2","2,8","3,4","2,6","4,0","3,4","2,6","2,2","1,4","2,6","3,2","3,0","3,2","3,4","2,8","2,2","3,6","3,4",18-25,3-5,5-8
104,kf3eosutrfokbkf3eoyftppwdc2gtimd,1.0,2.0,1.0,4.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,4.0,4.0,2.0,1.0,5.0,4.0,1.0,1.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,5.0,1.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,5.0,2.0,3.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,1.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,2.0,3.0,4.0,4.0,2.0,5.0,2.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,"25,0","3,0",ingenieria industrial,4.0,casado,analista,analista II,otro,"1,0","3,2","3,0","2,6","3,8","4,0","3,4","3,4","4,2","4,0","2,4","4,0","3,4","3,0","3,0","3,0","4,6","4,0","3,6","3,0",18-25,0-1,1-3
105,hxeoiw2aewfl1vs35hxeo3wadrxarnyp,2.0,4.0,5.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,5.0,5.0,5.0,3.0,3.0,3.0,"39,0","6,0",ingenieria sistemas,4.0,soltero,backend,analista II,masculino,"2,0","2,6","3,0","3,0","2,4","3,4","3,0","3,2","3,0","3,2","3,0","3,4","3,4","2,6","3,6","3,2","2,6","3,2","3,2","3,4",35-45,1-3,5-8
106,fy4mw3g56zv034m0fy45571nme1n1v62,2.0,2.0,5.0,2.0,5.0,5.0,4.0,5.0,2.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,3.0,5.0,2.0,1.0,5.0,5.0,2.0,2.0,3.0,2.0,5.0,5.0,5.0,1.0,4.0,2.0,1.0,5.0,2.0,3.0,5.0,2.0,5.0,3.0,5.0,4.0,3.0,5.0,3.0,5.0,5.0,1.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,2.0,4.0,4.0,3.0,2.0,5.0,3.0,5.0,2.0,1.0,5.0,5.0,3.0,2.0,3.0,4.0,2.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,3.0,3.0,"32,0","2,0",ingenieria electrica,0.0,casado,soporte,analista II,femenino,"3,0","3,6","3,6","2,8","3,6","4,6","4,4","3,0","3,2","3,4","3,0","4,8","4,8","3,0","3,6","4,4","4,0","3,2","4,6","2,4",25-35,1-3,1-3
107,y2tz3jwu362s4p9cy2t2suy1knjs58q5,2.0,4.0,4.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,2.0,5.0,5.0,5.0,1.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,"22,0","4,0",sicologo,1.0,soltero,gh,analista II,otro,"2,0","3,2","4,0","3,4","5,0","3,6","4,2","2,4","3,8","4,0","3,8","4,6","4,0","3,8","4,4","3,4","4,0","3,8","4,2","3,8",18-25,1-3,3-5
108,dmm60mjennzbs27uvdmm60mjyxzcfsfa,4.0,2.0,2.0,5.0,2.0,5.0,5.0,5.0,2.0,4.0,1.0,4.0,5.0,4.0,5.0,5.0,2.0,4.0,5.0,3.0,5.0,2.0,5.0,3.0,4.0,3.0,4.0,5.0,2.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,2.0,5.0,2.0,5.0,3.0,2.0,5.0,2.0,3.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,2.0,2.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,4.0,5.0,2.0,3.0,5.0,5.0,3.0,1.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,"25,0","6,0",ingenieria sistemas,0.0,casado,frontend,analista II,masculino,"4,0","3,8","3,6","2,6","5,0","3,2","3,8","2,8","3,6","4,2","2,8","3,4","4,0","4,4","4,2","3,8","4,6","3,6","4,2","4,0",18-25,3-5,5-8
109,hu5m5abtipixt25hu5m42fwhsdqww2zp,2.0,2.0,2.0,2.0,5.0,2.0,4.0,5.0,4.0,2.0,1.0,4.0,4.0,2.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,1.0,5.0,3.0,5.0,1.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,1.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,"25,0","6,0",ingenieria industrial,2.0,soltero,analista,analista I,femenino,"3,0","3,8","3,0","3,8","4,2","5,0","4,2","3,4","4,0","4,8","4,4","3,6","4,4","3,6","4,2","4,2","4,8","3,8","4,8","4,4",18-25,1-3,5-8
110,311j448ld99fkam5311j1bjv9eerzag6,2.0,2.0,2.0,2.0,2.0,4.0,5.0,1.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,5.0,4.0,5.0,3.0,2.0,1.0,4.0,4.0,5.0,2.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,5.0,5.0,4.0,5.0,3.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,2.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"45,0","2,0",ingenieria sistemas,2.0,casado,backend,analista I,otro,"2,0","3,8","2,8","3,4","4,2","3,6","4,6","3,4","2,8","4,6","4,6","4,4","3,6","4,4","4,6","4,2","4,2","4,6","3,4","4,4",35-45,1-3,1-3
111,gcjgr2wy4yuqho6g9gcj56ldtnfvwrc1,4.0,5.0,1.0,5.0,2.0,4.0,5.0,5.0,5.0,5.0,4.0,2.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"23,0","6,0",ingenieria electrica,2.0,soltero,soporte,analista II,masculino,"1,0","4,8","4,6","4,2","5,0","4,2","4,8","4,0","4,2","5,0","5,0","4,6","4,4","4,6","4,4","4,8","4,8","4,8","5,0","4,6",18-25,0-1,5-8
112,66zspzv8awnpv4n66zsps4eyshbu1n4t,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,4.0,5.0,4.0,4.0,5.0,1.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,1.0,1.0,5.0,3.0,3.0,4.0,5.0,3.0,2.0,5.0,3.0,4.0,5.0,"44,0","1,0",sicologo,3.0,casado,gh,analista I,femenino,"4,0","4,2","4,0","3,2","4,2","3,8","4,2","3,8","3,4","4,6","4,6","4,2","4,4","4,0","3,6","3,6","4,6","4,0","4,0","4,4",35-45,3-5,0-1
113,fenkj0kdjb47ab6cyfenkj0gfwrzpdm4,4.0,4.0,1.0,2.0,2.0,1.0,1.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,2.0,5.0,1.0,3.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,5.0,2.0,5.0,3.0,2.0,4.0,2.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,5.0,1.0,3.0,1.0,5.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,1.0,2.0,5.0,3.0,5.0,1.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,"29,0","6,0",ingenieria sistemas,3.0,soltero,frontend,jefe I,otro,"4,0","3,0","2,8","2,0","4,2","2,8","3,4","2,4","3,8","4,0","3,6","4,0","4,2","2,8","4,0","3,4","4,2","2,2","3,8","2,6",25-35,3-5,5-8
114,mzx7n933lth6eihszh8mzx7n9cgofwqz,4.0,4.0,4.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,4.0,5.0,1.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,1.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,5.0,3.0,1.0,5.0,4.0,3.0,5.0,4.0,3.0,4.0,5.0,5.0,"43,0","6,0",ingenieria industrial,0.0,casado,analista,jefe II,masculino,"3,0","3,6","2,2","3,8","4,4","2,6","3,6","3,2","3,6","3,0","3,2","4,2","4,2","3,0","4,0","3,4","3,8","4,0","4,2","4,0",35-45,1-3,5-8
